,transactionId,productId,customerId,transactionDate,onlineOrder,orderStatus,brand,productLine,productClass,productSize,listPrice,standardCost,productFirstSoldDate
7081,8147,90,2481,2017-01-03,False,Approved,Norco Bicycles,Standard,low,medium,363.01,+ACQ-290.41,42458.0
7082,8148,0,1165,2017-01-23,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,+ACQ-173.18,39031.0
7083,8149,0,689,2017-12-18,False,Approved,Trek Bicycles,Standard,high,medium,495.72,+ACQ-297.43,36668.0
7084,8150,13,1585,2017-03-28,False,Approved,Solex,Standard,medium,medium,1163.89,+ACQ-589.27,39880.0
7085,8151,53,76,2017-05-19,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,+ACQ-764.96,39298.0
7086,8153,64,2336,2017-05-23,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,+ACQ-596.55,41047.0
7087,8154,29,106,2017-09-09,True,Approved,WeareA2B,Standard,medium,medium,1065.03,+ACQ-230.09,38002.0
7088,8155,4,746,2017-08-16,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,+ACQ-677.48,38258.0
7089,8156,62,572,2017-08-18,False,Approved,Solex,Standard,high,medium,1024.66,+ACQ-614.80,40670.0
7090,8157,86,187,2017-11-12,True,Approved,OHM Cycles,Standard,medium,medium,235.63,+ACQ-125.07,38206.0
7091,8158,0,504,2017-08-16,False,Approved,OHM Cycles,Standard,low,medium,71.16,+ACQ-56.93,40487.0
7092,8159,40,1227,2017-10-11,True,Approved,OHM Cycles,Standard,high,medium,1458.17,+ACQ-874.90,41848.0
7093,8161,97,3352,2017-11-30,False,Approved,Solex,Standard,medium,large,202.62,+ACQ-151.96,42458.0
7094,8162,80,265,2017-09-23,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,+ACQ-596.55,38647.0
7095,8164,74,30,2017-12-19,True,Approved,WeareA2B,Standard,medium,medium,1228.07,+ACQ-400.91,33429.0
7096,8165,32,980,2017-07-05,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,+ACQ-211.37,37337.0
7097,8166,38,3377,2017-02-20,True,Approved,Solex,Standard,medium,medium,1577.53,+ACQ-826.51,39427.0
7098,8167,70,748,2017-06-06,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,+ACQ-206.35,33364.0
7099,8169,44,2794,2017-03-28,False,Approved,WeareA2B,Standard,medium,medium,1769.64,+ACQ-108.76,34071.0
7100,8170,85,2691,2017-10-31,True,Approved,WeareA2B,Standard,medium,medium,752.64,+ACQ-205.36,42218.0
7101,8172,17,1806,2017-11-23,True,Approved,Solex,Standard,high,medium,1024.66,+ACQ-614.80,35378.0
7102,8174,0,3023,2017-03-02,True,Approved,Solex,Road,medium,medium,416.98,+ACQ-312.74,36498.0
7103,8175,23,1033,2017-01-07,True,Approved,Norco Bicycles,Mountain,low,small,688.63,+ACQ-612.88,33455.0
7104,8176,19,656,2017-05-07,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,+ACQ-459.71,38258.0
7105,8177,0,3282,2017-12-14,False,Approved,WeareA2B,Standard,medium,medium,60.34,+ACQ-45.26,34165.0
7106,8178,82,3118,2017-08-31,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,+ACQ-829.65,42404.0
7107,8179,2,499,2017-08-09,True,Approved,Solex,Standard,medium,medium,71.49,+ACQ-53.62,41245.0
7108,8180,87,2489,2017-11-20,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,+ACQ-707.40,35667.0
7109,8181,53,1797,2017-07-25,False,Approved,OHM Cycles,Standard,medium,medium,795.34,+ACQ-101.58,35470.0
7110,8183,10,180,2017-01-30,False,Approved,WeareA2B,Touring,medium,medium,1466.68,+ACQ-363.25,41701.0
7111,8184,87,3098,2017-01-06,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,+ACQ-707.40,35667.0
7112,8185,38,1178,2017-09-07,True,Approved,Solex,Standard,medium,medium,1577.53,+ACQ-826.51,40618.0
7113,8186,83,2894,2017-02-14,True,Approved,Solex,Touring,medium,large,2083.94,+ACQ-675.03,38339.0
7114,8187,80,3440,2017-08-23,False,Approved,OHM Cycles,Touring,low,medium,1073.07,+ACQ-933.84,35455.0
7115,8188,86,2462,2017-11-18,True,Approved,OHM Cycles,Standard,medium,medium,235.63,+ACQ-125.07,38206.0
7116,8189,31,603,2017-02-18,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,+ACQ-173.18,39031.0
7117,8190,43,2640,2017-05-04,True,Approved,Solex,Standard,medium,medium,1151.96,+ACQ-649.49,36498.0
7118,8191,84,267,2017-01-18,False,Approved,Giant Bicycles,Road,medium,medium,792.9,+ACQ-594.68,33879.0
7119,8192,52,3126,2017-09-06,False,Approved,Solex,Road,medium,large,1777.8,+ACQ-820.78,40670.0
7120,8193,59,48,2017-05-20,False,Approved,Solex,Standard,medium,large,1061.56,+ACQ-733.58,41047.0
7121,8194,17,2955,2017-08-04,False,Approved,WeareA2B,Touring,medium,large,1362.99,+ACQ-57.74,34079.0
7122,8195,35,1885,2017-03-23,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,+ACQ-954.82,41167.0
7123,8197,57,1308,2017-12-15,False,Approved,WeareA2B,Touring,medium,large,1890.39,+ACQ-260.14,35160.0
7124,8198,10,107,2017-10-10,True,Approved,WeareA2B,Touring,medium,medium,1466.68,+ACQ-363.25,34586.0
7125,8200,75,2585,2017-02-17,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,+ACQ-863.95,38859.0
7126,8201,44,1458,2017-06-15,True,Approved,WeareA2B,Standard,medium,medium,1769.64,+ACQ-108.76,40672.0
7127,8202,41,1307,2017-03-14,False,Approved,Norco Bicycles,Standard,low,medium,958.74,+ACQ-748.90,34586.0
7128,8203,69,2975,2017-05-18,False,Approved,Giant Bicycles,Road,medium,medium,792.9,+ACQ-594.68,33879.0
7129,8204,12,6,2017-02-06,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,+ACQ-709.48,42226.0
7130,8205,91,2286,2017-09-19,True,Approved,WeareA2B,Standard,low,medium,642.31,+ACQ-513.85,41922.0
7131,8207,53,22,2017-09-19,False,Approved,OHM Cycles,Standard,medium,medium,795.34,+ACQ-101.58,35470.0
7132,8208,80,2607,2017-06-08,False,Approved,OHM Cycles,Touring,low,medium,1073.07,+ACQ-933.84,38339.0
7133,8209,52,340,2017-01-02,False,Approved,OHM Cycles,Road,medium,medium,1280.28,+ACQ-829.51,35470.0
7134,8210,80,2534,2017-10-28,True,Approved,OHM Cycles,Touring,low,medium,1073.07,+ACQ-933.84,35667.0
7135,8211,18,1491,2017-06-25,True,Approved,Solex,Standard,medium,medium,575.27,+ACQ-431.45,34165.0
7136,8212,22,642,2017-08-01,True,Approved,WeareA2B,Standard,medium,medium,60.34,+ACQ-45.26,34165.0
7137,8213,66,3070,2017-02-03,True,Approved,Giant Bicycles,Road,low,small,590.26,+ACQ-525.33,40410.0
7138,8214,77,2891,2017-04-10,True,Approved,WeareA2B,Standard,medium,medium,1769.64,+ACQ-108.76,38991.0
7139,8215,98,1235,2017-06-11,False,Cancelled,Trek Bicycles,Standard,high,medium,358.39,+ACQ-215.03,38002.0
7140,8217,35,2390,2017-09-17,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,+ACQ-154.40,34527.0
7141,8218,78,1686,2017-08-30,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,+ACQ-709.48,38193.0
7142,8219,65,1705,2017-11-23,False,Approved,WeareA2B,Standard,medium,medium,1807.45,+ACQ-778.69,40410.0
7143,8220,15,378,2017-04-25,False,Approved,Norco Bicycles,Standard,low,medium,958.74,+ACQ-748.90,38693.0
7144,8222,93,1638,2017-06-17,True,Approved,WeareA2B,Standard,medium,medium,1065.03,+ACQ-230.09,38002.0
7145,8223,59,2572,2017-08-07,True,Approved,Solex,Standard,medium,large,1061.56,+ACQ-733.58,34170.0
7146,8224,90,759,2017-07-13,True,Approved,Solex,Standard,low,medium,945.04,+ACQ-507.58,35052.0
7147,8225,84,2826,2017-01-14,False,Approved,Trek Bicycles,Road,medium,medium,290.62,+ACQ-215.14,38339.0
7148,8226,3,1178,2017-10-13,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,41167.0
7149,8227,55,437,2017-08-16,False,Approved,Trek Bicycles,Road,medium,large,1894.19,+ACQ-598.76,36146.0
7150,8228,41,1647,2017-04-07,True,Approved,Norco Bicycles,Standard,low,medium,958.74,+ACQ-748.90,40303.0
7151,8229,43,1765,2017-08-27,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,+ACQ-818.01,37873.0
7152,8230,12,1971,2017-03-25,False,Approved,WeareA2B,Standard,medium,medium,1231.15,+ACQ-161.60,34586.0
7153,8231,70,2862,2017-08-03,False,Approved,Trek Bicycles,Standard,high,medium,495.72,+ACQ-297.43,42105.0
7154,8232,63,1923,2017-10-16,False,Approved,Solex,Standard,medium,medium,1483.2,+ACQ-99.59,36146.0
7155,8233,2,2147,2017-05-12,False,Approved,Giant Bicycles,Road,low,small,590.26,+ACQ-525.33,34996.0
7156,8235,36,797,2017-01-18,True,Approved,Solex,Standard,low,medium,945.04,+ACQ-507.58,35052.0
7157,8236,64,1279,2017-10-06,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,+ACQ-596.55,41047.0
7158,8237,93,1624,2017-06-22,True,Approved,WeareA2B,Standard,medium,medium,1065.03,+ACQ-230.09,33364.0
7159,8238,31,2731,2017-07-13,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,+ACQ-173.18,40618.0
7160,8239,12,2097,2017-05-05,False,Approved,WeareA2B,Standard,medium,medium,1231.15,+ACQ-161.60,38216.0
7161,8240,0,982,2017-11-05,True,Approved,Solex,Standard,medium,medium,71.49,+ACQ-53.62,41701.0
7162,8241,58,2379,2017-02-14,False,Approved,OHM Cycles,Standard,medium,medium,912.52,+ACQ-141.40,34170.0
7163,8242,5,1482,2017-03-31,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,+ACQ-459.71,40784.0
7164,8243,67,1024,2017-04-20,False,Approved,Solex,Standard,medium,large,1071.23,+ACQ-380.74,40670.0
7165,8244,43,2901,2017-07-25,False,Approved,Solex,Standard,medium,medium,1151.96,+ACQ-649.49,36498.0
7166,8245,5,235,2017-07-07,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,+ACQ-459.71,40784.0
7167,8247,86,987,2017-07-18,False,Approved,OHM Cycles,Standard,medium,medium,235.63,+ACQ-125.07,36145.0
7168,8248,2,629,2017-10-27,True,Approved,Giant Bicycles,Road,low,small,590.26,+ACQ-525.33,40487.0
7169,8249,6,789,2017-03-23,True,Approved,OHM Cycles,Standard,high,medium,227.88,+ACQ-136.73,41701.0
7170,8250,26,2635,2017-08-26,False,Approved,WeareA2B,Standard,medium,medium,1992.93,+ACQ-762.63,34115.0
7171,8251,53,2446,2017-04-11,False,Approved,OHM Cycles,Standard,medium,medium,795.34,+ACQ-101.58,35470.0
7172,8252,27,366,2017-01-01,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,+ACQ-154.40,34527.0
7173,8253,94,1751,2017-10-09,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,+ACQ-993.66,41434.0
7174,8254,65,1866,2017-03-08,False,Approved,WeareA2B,Standard,medium,medium,1807.45,+ACQ-778.69,42404.0
7175,8255,58,1561,2017-02-09,True,Approved,OHM Cycles,Standard,medium,medium,912.52,+ACQ-141.40,42295.0
7176,8256,0,2045,2017-05-17,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,+ACQ-173.18,39031.0
7177,8258,70,2733,2017-01-08,True,Approved,Trek Bicycles,Standard,high,medium,495.72,+ACQ-297.43,34556.0
7178,8259,2,3335,2017-04-01,True,Approved,Solex,Standard,medium,medium,71.49,+ACQ-53.62,41245.0
7179,8261,37,513,2017-12-16,True,Approved,OHM Cycles,Standard,low,medium,1793.43,+ACQ-248.82,36361.0
7180,8262,15,3157,2017-07-27,True,Approved,Norco Bicycles,Standard,low,medium,958.74,+ACQ-748.90,39880.0
7181,8263,27,2454,2017-03-15,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,+ACQ-388.72,33552.0
7182,8264,43,2989,2017-05-24,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,+ACQ-818.01,42226.0
7183,8266,15,2253,2017-05-14,False,Approved,Norco Bicycles,Standard,low,medium,958.74,+ACQ-748.90,34586.0
7184,8267,40,419,2017-07-10,False,Approved,OHM Cycles,Standard,high,medium,1458.17,+ACQ-874.90,38750.0
7185,8268,58,2625,2017-10-07,True,Approved,OHM Cycles,Standard,medium,medium,912.52,+ACQ-141.40,42145.0
7186,8269,37,753,2017-07-15,True,Approved,OHM Cycles,Standard,low,medium,1793.43,+ACQ-248.82,35560.0
7187,8270,0,197,2017-03-05,True,Approved,Solex,Standard,medium,medium,100.35,+ACQ-75.26,36367.0
7188,8271,67,3183,2017-03-24,True,Approved,Norco Bicycles,Road,medium,medium,544.05,+ACQ-376.84,38647.0
7189,8272,55,3060,2017-07-19,False,Approved,Trek Bicycles,Road,medium,large,1894.19,+ACQ-598.76,33259.0
7190,8273,5,3047,2017-01-09,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,+ACQ-459.71,40784.0
7191,8274,77,1787,2017-11-19,True,Approved,WeareA2B,Standard,medium,medium,1769.64,+ACQ-108.76,34071.0
7192,8276,18,3497,2017-09-01,True,Approved,Solex,Standard,medium,medium,575.27,+ACQ-431.45,35160.0
7193,8277,9,524,2017-05-24,True,Approved,OHM Cycles,Road,medium,medium,742.54,+ACQ-667.40,33549.0
7194,8278,94,2836,2017-03-24,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,+ACQ-993.66,41434.0
7195,8279,2,2467,2017-10-18,True,Approved,Solex,Standard,medium,medium,71.49,+ACQ-53.62,41167.0
7196,8280,0,2086,2017-03-21,False,Approved,Norco Bicycles,Road,medium,medium,544.05,+ACQ-376.84,38647.0
7197,8281,82,1185,2017-06-21,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,+ACQ-689.18,38339.0
7198,8282,22,2801,2017-02-04,False,Approved,WeareA2B,Standard,medium,medium,60.34,+ACQ-45.26,34165.0
7199,8283,93,53,2017-01-07,True,Approved,WeareA2B,Standard,medium,medium,1065.03,+ACQ-230.09,36833.0
7200,8285,97,544,2017-01-09,True,Approved,OHM Cycles,Road,medium,medium,742.54,+ACQ-667.40,38216.0
7201,8286,29,109,2017-03-07,True,Approved,Norco Bicycles,Road,medium,medium,543.39,+ACQ-407.54,33888.0
7202,8287,89,407,2017-08-24,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,+ACQ-582.48,38750.0
7203,8288,46,847,2017-09-07,False,Approved,OHM Cycles,Standard,low,medium,1793.43,+ACQ-248.82,36361.0
7204,8289,0,656,2017-11-03,False,Approved,Norco Bicycles,Road,medium,medium,543.39,+ACQ-407.54,33552.0
7205,8290,22,811,2017-06-24,True,Approved,WeareA2B,Standard,medium,medium,60.34,+ACQ-45.26,34165.0
7206,8291,48,1593,2017-06-24,True,Approved,WeareA2B,Standard,medium,medium,1762.96,+ACQ-950.52,41848.0
7207,8292,69,1409,2017-12-08,False,Approved,Giant Bicycles,Road,medium,medium,792.9,+ACQ-594.68,33879.0
7208,8293,91,177,2017-06-01,True,Cancelled,WeareA2B,Standard,low,medium,642.31,+ACQ-513.85,41922.0
7209,8294,10,2997,2017-02-26,True,Approved,WeareA2B,Touring,medium,medium,1466.68,+ACQ-363.25,41701.0
7210,8295,0,1622,2017-11-13,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,+ACQ-173.18,39031.0
7211,8296,38,2275,2017-05-11,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,38258.0
7212,8297,78,1722,2017-12-26,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,+ACQ-709.48,38193.0
7213,8299,84,115,2017-10-20,True,Approved,Trek Bicycles,Road,medium,medium,290.62,+ACQ-215.14,38339.0
7214,8301,72,1450,2017-11-18,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,+ACQ-270.30,42710.0
7215,8302,91,1473,2017-03-23,False,Approved,Solex,Standard,medium,medium,100.35,+ACQ-75.26,37874.0
7216,8303,69,1032,2017-11-14,False,Approved,Giant Bicycles,Road,medium,medium,792.9,+ACQ-594.68,36668.0
7217,8304,3,2309,2017-04-02,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,41167.0
7218,8305,7,465,2017-08-02,True,Approved,Trek Bicycles,Road,low,medium,980.37,+ACQ-234.43,38258.0
7219,8306,70,2730,2017-12-09,False,Approved,Trek Bicycles,Standard,high,medium,495.72,+ACQ-297.43,42105.0
7220,8307,46,2591,2017-10-18,False,Approved,OHM Cycles,Standard,low,medium,1793.43,+ACQ-248.82,36361.0
7221,8309,58,2522,2017-08-14,False,Approved,OHM Cycles,Road,medium,medium,1280.28,+ACQ-829.51,37220.0
7222,8310,0,3451,2017-10-29,False,Approved,Trek Bicycles,Road,medium,medium,533.51,+ACQ-400.13,41064.0
7223,8311,98,469,2017-05-09,True,Approved,OHM Cycles,Standard,medium,medium,795.34,+ACQ-101.58,35470.0
7224,8312,23,717,2017-12-16,False,Approved,Norco Bicycles,Mountain,low,small,688.63,+ACQ-612.88,34115.0
7225,8313,5,2797,2017-05-06,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,+ACQ-459.71,40784.0
7226,8315,4,3412,2017-11-16,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,+ACQ-677.48,40649.0
7227,8316,44,594,2017-07-17,True,Approved,WeareA2B,Standard,medium,medium,1769.64,+ACQ-108.76,40672.0
7228,8318,77,1377,2017-10-16,False,Approved,Norco Bicycles,Road,medium,large,1240.31,+ACQ-795.10,38193.0
7229,8319,1,1648,2017-05-13,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,+ACQ-954.82,42688.0
7230,8320,41,2439,2017-08-30,False,Approved,Solex,Road,medium,medium,416.98,+ACQ-312.74,35560.0
7231,8321,87,2428,2017-08-13,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,+ACQ-707.40,36833.0
7232,8323,49,3078,2017-07-14,True,Approved,Trek Bicycles,Road,medium,medium,533.51,+ACQ-400.13,41064.0
7233,8324,3,2848,2017-09-08,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,37659.0
7234,8325,31,3371,2017-05-04,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,+ACQ-173.18,39031.0
7235,8326,0,3022,2017-08-18,True,Approved,Norco Bicycles,Standard,low,medium,363.01,+ACQ-290.41,38482.0
7236,8327,98,235,2017-06-12,False,Approved,Trek Bicycles,Standard,high,medium,358.39,+ACQ-215.03,38002.0
7237,8328,84,2634,2017-01-25,True,Approved,Giant Bicycles,Road,medium,medium,792.9,+ACQ-594.68,33879.0
7238,8330,62,439,2017-03-17,False,Approved,Solex,Standard,medium,medium,478.16,+ACQ-298.72,34143.0
7239,8332,12,2281,2017-11-22,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,+ACQ-709.48,38193.0
7240,8333,29,3217,2017-02-22,False,Approved,Norco Bicycles,Road,medium,medium,543.39,+ACQ-407.54,42696.0
7241,8334,11,3084,2017-07-18,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,+ACQ-764.96,39298.0
7242,8335,0,687,2017-03-23,False,Approved,Trek Bicycles,Standard,high,medium,495.72,+ACQ-297.43,38193.0
7243,8336,0,2492,2017-11-19,False,Approved,Norco Bicycles,Standard,low,medium,363.01,+ACQ-290.41,38482.0
7244,8337,56,928,2017-12-19,False,Approved,Norco Bicycles,Mountain,low,small,688.63,+ACQ-612.88,39031.0
7245,8338,58,3152,2017-12-05,False,Approved,OHM Cycles,Road,medium,medium,1280.28,+ACQ-829.51,35707.0
7246,8339,83,3381,2017-01-02,False,Approved,Solex,Touring,medium,large,2083.94,+ACQ-675.03,41533.0
7247,8340,6,2427,2017-10-30,False,Approved,Solex,Standard,high,medium,748.17,+ACQ-448.90,37698.0
7248,8341,53,2360,2017-06-23,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,+ACQ-764.96,37838.0
7249,8342,77,1984,2017-10-10,False,Approved,Norco Bicycles,Road,medium,large,1240.31,+ACQ-795.10,34556.0
7250,8343,81,786,2017-01-21,False,Approved,Norco Bicycles,Standard,medium,small,586.45,+ACQ-521.94,33429.0
7251,8344,3,2076,2017-02-10,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,37499.0
7252,8345,56,2616,2017-10-24,True,Approved,Norco Bicycles,Mountain,low,small,688.63,+ACQ-612.88,34244.0
7253,8346,4,2282,2017-12-16,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,+ACQ-677.48,40784.0
7254,8347,0,3347,2017-02-19,True,Approved,Trek Bicycles,Standard,high,medium,495.72,+ACQ-297.43,36668.0
7255,8349,43,2181,2017-11-09,True,Approved,Solex,Standard,medium,medium,1151.96,+ACQ-649.49,36498.0
7256,8350,99,90,2017-03-09,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,+ACQ-770.89,34556.0
7257,8352,99,3262,2017-12-29,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,+ACQ-770.89,34556.0
7258,8353,62,3339,2017-10-28,False,Approved,Solex,Standard,medium,medium,478.16,+ACQ-298.72,34143.0
7259,8354,0,3022,2017-08-30,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,+ACQ-270.30,42710.0
7260,8355,49,220,2017-02-08,False,Approved,Solex,Standard,medium,large,1061.56,+ACQ-733.58,34170.0
7261,8356,36,1839,2017-06-25,False,Approved,Solex,Standard,low,medium,1289.85,+ACQ-74.51,41064.0
7262,8357,53,3405,2017-04-18,True,Approved,OHM Cycles,Standard,medium,medium,795.34,+ACQ-101.58,33879.0
7263,8358,52,2046,2017-06-03,True,Approved,OHM Cycles,Road,medium,medium,1280.28,+ACQ-829.51,38339.0
7264,8359,91,528,2017-07-06,True,Cancelled,Solex,Standard,medium,medium,100.35,+ACQ-75.26,36367.0
7265,8360,29,777,2017-07-04,False,Approved,WeareA2B,Standard,medium,medium,1065.03,+ACQ-230.09,36833.0
7266,8361,98,2117,2017-12-06,True,Approved,Trek Bicycles,Standard,high,medium,358.39,+ACQ-215.03,38002.0
7267,8362,4,3194,2017-02-26,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,+ACQ-677.48,38573.0
7268,8363,30,868,2017-03-31,True,Approved,Solex,Standard,high,medium,748.17,+ACQ-448.90,33888.0
7269,8364,90,762,2017-02-10,True,Approved,Norco Bicycles,Standard,low,medium,363.01,+ACQ-290.41,38482.0
7270,8365,53,1039,2017-10-30,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,+ACQ-764.96,34586.0
7271,8366,93,3080,2017-06-30,False,Approved,OHM Cycles,Standard,high,medium,1458.17,+ACQ-874.90,38750.0
7272,8367,65,3368,2017-12-01,False,Approved,WeareA2B,Standard,medium,medium,1807.45,+ACQ-778.69,42145.0
7273,8368,98,3227,2017-06-10,True,Approved,Trek Bicycles,Standard,high,medium,358.39,+ACQ-215.03,38002.0
7274,8369,94,3224,2017-04-30,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,+ACQ-993.66,41434.0
7275,8371,63,3401,2017-05-26,True,Approved,Solex,Standard,medium,medium,1483.2,+ACQ-99.59,33879.0
7276,8372,5,2424,2017-07-23,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,+ACQ-459.71,41701.0
7277,8374,18,2856,2017-04-17,True,Approved,Solex,Standard,medium,medium,575.27,+ACQ-431.45,35667.0
7278,8375,95,577,2017-07-14,True,Approved,Giant Bicycles,Standard,medium,large,569.56,+ACQ-528.43,42458.0
7279,8376,90,2494,2017-06-15,True,Approved,Solex,Standard,low,medium,945.04,+ACQ-507.58,35052.0
7280,8377,17,1725,2017-04-01,True,Approved,WeareA2B,Touring,medium,large,1362.99,+ACQ-57.74,37539.0
7281,8378,59,605,2017-11-19,True,Approved,Solex,Standard,medium,large,1061.56,+ACQ-733.58,36146.0
7282,8379,94,560,2017-05-08,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,+ACQ-993.66,41434.0
7283,8380,25,3358,2017-06-08,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,+ACQ-829.65,37337.0
7284,8381,4,2183,2017-06-01,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,+ACQ-677.48,33549.0
7285,8382,57,2193,2017-11-06,True,Approved,WeareA2B,Touring,medium,large,1890.39,+ACQ-260.14,41047.0
7286,8383,65,1300,2017-04-01,False,Approved,WeareA2B,Standard,medium,medium,1807.45,+ACQ-778.69,42710.0
7287,8384,3,691,2017-02-10,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,41167.0
7288,8386,1,3477,2017-09-25,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,+ACQ-954.82,38573.0
7289,8388,86,88,2017-09-12,True,Approved,Norco Bicycles,Road,high,large,774.53,+ACQ-464.72,40336.0
7290,8389,97,1003,2017-11-13,True,Approved,OHM Cycles,Road,medium,medium,742.54,+ACQ-667.40,33549.0
7291,8390,94,1321,2017-05-31,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,+ACQ-993.66,41434.0
7292,8391,38,1559,2017-10-02,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,40784.0
7293,8392,36,2113,2017-03-25,False,Approved,Solex,Standard,low,medium,945.04,+ACQ-507.58,35052.0
7294,8393,84,264,2017-08-22,False,Approved,Trek Bicycles,Road,medium,medium,290.62,+ACQ-215.14,38339.0
7295,8394,39,3046,2017-05-16,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,+ACQ-582.48,40336.0
7296,8395,3,2938,2017-05-26,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,+ACQ-388.92,42145.0
7297,8397,0,2003,2017-05-25,False,Approved,Solex,Standard,medium,medium,100.35,+ACQ-75.26,37626.0
7298,8398,13,428,2017-07-11,False,Approved,Solex,Standard,medium,medium,1577.53,+ACQ-826.51,39427.0
7299,8400,84,2752,2017-05-10,False,Approved,Trek Bicycles,Road,medium,medium,290.62,+ACQ-215.14,38339.0
7300,8401,63,438,2017-01-09,False,Approved,WeareA2B,Standard,medium,medium,1992.93,+ACQ-762.63,33552.0
7301,8402,81,3031,2017-04-14,True,Approved,Norco Bicycles,Standard,medium,small,586.45,+ACQ-521.94,36145.0
7302,8403,11,2220,2017-10-06,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,+ACQ-764.96,38216.0
7303,8405,9,1485,2017-12-21,True,Approved,OHM Cycles,Road,medium,medium,742.54,+ACQ-667.40,38216.0
7304,8407,99,1420,2017-10-14,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,+ACQ-770.89,34556.0
7305,8408,5,1176,2017-08-04,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,+ACQ-459.71,40784.0
7306,8409,55,796,2017-05-22,True,Approved,Trek Bicycles,Road,medium,large,1894.19,+ACQ-598.76,37823.0
7307,8410,25,2366,2017-11-02,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,+ACQ-829.65,33455.0
7308,8411,89,3394,2017-05-25,False,Approved,WeareA2B,Touring,medium,large,1362.99,+ACQ-57.74,34079.0
7309,8413,56,1312,2017-04-25,False,Approved,OHM Cycles,Standard,medium,medium,183.86,+ACQ-137.90,35707.0
7310,8414,39,3300,2017-06-11,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,+ACQ-582.48,40336.0
7311,8415,76,8,2017-04-11,False,Approved,WeareA2B,Standard,low,medium,642.31,+ACQ-513.85,38482.0
